block_number,block_timestamp_utc,transaction_index,transaction_hash,method,call_scope,tx_from_address,tx_to_address,transfer_log_count,classification,burn_log_count,burn_raw_value,nonburn_raw_value
8943527,2019-11-16 08:59:24 UTC,228,0x0a43c8fed129b7a301b2167d0b3446afc06dc0fb5b3a24641bb35e1f69ba85e8,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943533,2019-11-16 09:01:12 UTC,159,0x4c0203b0d46ee98f4ba65c197d2b7796c0aa925ec84f31af9fe6f79ec13c3cfb,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943534,2019-11-16 09:01:24 UTC,91,0x7a8990fb4239a1dc66b4530ce42cda2a920c8db5c38b6b7fd2645b859feeea38,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943534,2019-11-16 09:01:24 UTC,92,0x7f3d38fad40d557d0e35a2f857049bd01c4544320f6207cf843c70494ba8bdce,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943534,2019-11-16 09:01:24 UTC,93,0x33fb9a2a4909062a812bf720c3f6e36cc2f315e5c794c2510a85f4b62f3f46b0,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943534,2019-11-16 09:01:24 UTC,94,0xd33eca3a41f56b00dd3c51de977825566ce0033053bd6afc33fa56872f0b52ef,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943534,2019-11-16 09:01:24 UTC,95,0xefcd8843bd8bd8625f10547c3cb5506dbf5701728653bead53743b3c0863061f,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943534,2019-11-16 09:01:24 UTC,96,0xc4569434e32c5e972a795dabbcd261d67e5fb8a5ef1687159dc9579d5fbe275a,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943535,2019-11-16 09:01:38 UTC,122,0xce00e2c86921750df57aca0117b3556999525a102b639368fcbc836c9ea6d2d5,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943535,2019-11-16 09:01:38 UTC,123,0x4b367918a91ace5864f0639d89a7a18e0edef0f340bbe6e6185cc1e83f003f8a,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943535,2019-11-16 09:01:38 UTC,124,0x2bb2c19a40c00f66023b90dc9b89b279dc1c21af38d4deb0cbe183dffa4dd062,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943535,2019-11-16 09:01:38 UTC,125,0xd8d53da6d60cd461b65258ccd69719337175d72c3b2229d5679a4ab212a0b90f,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943649,2019-11-16 09:34:27 UTC,43,0xfffcc4fc311557f5e49d51ceea29cd423330358f4a8f51e6ff83c13da049d04c,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943649,2019-11-16 09:34:27 UTC,44,0x317698ced7f9e5ca9b5eab6463102d879ad86af52200c54c4e8deae8097174d9,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943659,2019-11-16 09:37:36 UTC,127,0xf4b4bf617595743870247e7c8d2f63c933353e9d99be568cd662e14f600ee257,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943659,2019-11-16 09:37:36 UTC,128,0xfa0ff4a90500f2ea7f2b5484db28a0a6a869c8cbd795939f42c317847af252e1,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943661,2019-11-16 09:38:44 UTC,153,0x302b27548df0f0abf0e3d52c9fb4b3c4a9b5bfed1e4f24525a26090074a3c5da,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943661,2019-11-16 09:38:44 UTC,154,0x46b428c48558dca1decdf125f0d66e5cf8b874f7318d61dc006fc68f096e2995,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943665,2019-11-16 09:39:28 UTC,165,0xbe8bdf59354dd31eb0d7d8709c49377e9ae7539229db83418e608ca6f412c8de,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943665,2019-11-16 09:39:28 UTC,166,0x1f5ef96ab15c5971f9ecd1514c395a0335ab2169a5811093ba5045b2eaf552ff,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943667,2019-11-16 09:39:53 UTC,152,0x18504feca3a7d7776d47e1d867aa749de997bc82e45efed39afc660b21b588d9,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943667,2019-11-16 09:39:53 UTC,153,0xab28a89619eaa78abed1d1c93ec621bd600b9bee7b963aa6a13055566af39d23,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943667,2019-11-16 09:39:53 UTC,154,0x67ef2207b005b82848e4348648df58b1136078d21955b88b56f8851f1bd0ca05,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943670,2019-11-16 09:40:20 UTC,102,0xde8165e878a9f5496b502117f99b68d6a67c8e1082e9de7e97203e94a80cf771,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943670,2019-11-16 09:40:20 UTC,103,0x2f3c6305ec0b0d0f0df16488edb228c2ff5139ab2bbfd25d545b83f6cf9174ca,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943670,2019-11-16 09:40:20 UTC,104,0x693d0840ab4e34b1ff32536823205fc7723a77d509ff4c7056dd4be4cb602525,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943670,2019-11-16 09:40:20 UTC,105,0xcddbe97800982bf35f653553b1f2dfcf1403c90958fd2c1c29cd03823d8fb302,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943672,2019-11-16 09:40:31 UTC,65,0x4d040faa86eccb809b80a59f84f7f897c16ed02b5c4161a7aff65ded29e9e769,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943672,2019-11-16 09:40:31 UTC,66,0x887750b7dc31b663a4bde65be9f91f97d65ab5e443316ca864ff02c7b64fe686,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943674,2019-11-16 09:40:56 UTC,102,0x69a0a3130fdd8891eecd878ac9ff24135a71a6dd68c6c111bda83d3b6fd5c6c0,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943674,2019-11-16 09:40:56 UTC,103,0xebea72855c45667174d6f6039f4e1f46fd24314ba9c5c547f557126622a4ee0d,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943675,2019-11-16 09:41:06 UTC,60,0x2258d3f0acd0ac07153e2844e58cff8b7ca9bbc9217c6639133cfaebedb31b2f,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943675,2019-11-16 09:41:06 UTC,61,0x7f1161d8f21d6b3a86ebd7e56304c85926fbd2a5ec0f07587f45552e76927f26,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943675,2019-11-16 09:41:06 UTC,62,0x26a843a719c6a91d5235f16d801c88285867493f5077973fb20ec292e28d2f27,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943675,2019-11-16 09:41:06 UTC,63,0x1b5a1523397dded263c9e67516ad6b98dfb9c691063940c5d04fedcf43702ddc,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943675,2019-11-16 09:41:06 UTC,64,0x919a364c0b8e5f4712951c2430d8f755266e6974f115b191ba2226c1261614c6,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943675,2019-11-16 09:41:06 UTC,65,0xd5140a5bc5f7157d3b924a27a5bf4631b959a9110081a6709e571370787031d6,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943675,2019-11-16 09:41:06 UTC,66,0xbce53d67e32c32f1ee767509a9ed9e352f4ce15f416c7080eee92e5e7efbf33f,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943677,2019-11-16 09:41:22 UTC,55,0xf00eda9505ec95a5854c62bb81883d9c741fc02a34ba4b0993aed701874cb25a,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943677,2019-11-16 09:41:22 UTC,56,0x8555126381168900d8dad9d7a0cfa1f26152e213d0feb8e29cdb7aa803ca281c,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943677,2019-11-16 09:41:22 UTC,57,0x57b397df2721fd9ca655629a55ef546a0a2fd16be55bce73524462ecaadeb136,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943677,2019-11-16 09:41:22 UTC,58,0x9bc9457bcabc712273b7fb8e0be321af7ad78f43c2341af481086f558b7e3dcd,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943677,2019-11-16 09:41:22 UTC,59,0x4ef8112d0398c99c86f5d5270356bf81663b341a1a9a01566a6bca3ad73ce707,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943679,2019-11-16 09:41:36 UTC,61,0xf90f17c832a589c10d968152d4cbb71e2ca5db0d2c97f4f426f747996f4838da,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943679,2019-11-16 09:41:36 UTC,62,0x097c60aae876605ed36053f28d2e207d60bb55577d096dcd66f8acae104e2295,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943682,2019-11-16 09:42:20 UTC,87,0x40ff4b878f370f23b118e3e5a48b686c728b20dda535e55d605c3f43e260425e,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943682,2019-11-16 09:42:20 UTC,88,0xf7d6c4d8980177894cacadab5d97263942cb1aaa91d691da93ade6230131dfc7,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943685,2019-11-16 09:43:21 UTC,135,0xa35431b1021765e90d5d0acb3d04c0c5bd0cbd5b5bdacc861e38c428da63b917,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943690,2019-11-16 09:44:19 UTC,91,0xdda8c4c8e3c69d6a0af05c7c1c787a0c0994e1763b16049e9924e5de9fcc0446,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943690,2019-11-16 09:44:19 UTC,92,0x03ec09359cd2822be28a51aedc6d1d16f5f65349e1d46af4e622da820c05e2b6,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943690,2019-11-16 09:44:19 UTC,93,0xb4e3e5761b832422698fbbb36c6a472cb3d5dcfcf8c12f463d43dc1bb642da06,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943692,2019-11-16 09:44:26 UTC,42,0x24e42a97d762d2311dc4e416b1bb39277c8832b2b9bf1884a4825acb190c3217,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943694,2019-11-16 09:44:44 UTC,100,0x5036a6b4cf843d4e345e2ca3eb0e47971c43867307512cde8206dc1e5f600522,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943694,2019-11-16 09:44:44 UTC,101,0xf86076a2e36801377e9755fa54f827e636b3232b6044d3257479c9a389388b02,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943697,2019-11-16 09:45:19 UTC,173,0x18960a5757fd8c47c6960cbfddbb14ed291bddadd3e38c7a5e34d4f6bfd98c22,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943697,2019-11-16 09:45:19 UTC,174,0xb15413dbb38e4bc4a51e76b74869fb6f3fdaadb78e34d8ff8660228c0f2dff7f,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943698,2019-11-16 09:45:33 UTC,137,0xb4c0e41de8debf80804b335ef4ae4884cba55c920536d53e6eff2ea6ca87c5fb,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943703,2019-11-16 09:46:33 UTC,216,0xde8ab3c59f2e44282afe2272bbf517f52289d4d447c6fca17eb0bce508dcff0d,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943703,2019-11-16 09:46:33 UTC,217,0x018fc83878936223d5c0e3ae5023d853e99f1e7bfde5563559672583ed47a08b,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943703,2019-11-16 09:46:33 UTC,218,0x0cc95a2de47ae741cbf4665c7df10df53b9b98f2359a41b3b9d8bcb6ed60c6cf,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943708,2019-11-16 09:47:44 UTC,153,0x8eecb9a6c1b7f47616e7206493e397b406ccbf8c424b48f2c09739b2eab5a135,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943708,2019-11-16 09:47:44 UTC,154,0x098de4c2fbee873f5e9a9e433ab14cd3c210256aa16dcbc174ff0eff8862f675,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943710,2019-11-16 09:47:49 UTC,59,0xed25347f76cb0e2784fb8bec3532e5e9d64d4834adff25329c231cce9b01ceec,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
8943710,2019-11-16 09:47:49 UTC,60,0x4b901dc0addbffbf5c7451b2a50668b6424b10fc0cb28d34e53516a25353c563,"transfer(address,uint256)",direct_contract_call,0x23d3808feaeb966f9c6c5ef326e1dd37686e5972,0xcf8335727b776d190f9d15a54e6b9b9348439eee,2,mixed_transfer_and_burn_candidate,1,1197215619000000000000,10774940571000000000000
